# ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2
# Wvlgth nm	Direct+circumsolar W*m-2*nm-1
1291.0	4.0004E-01
1292.0	3.7946E-01
1293.0	3.9506E-01
1294.0	3.8709E-01
1295.0	3.8801E-01
1296.0	3.7322E-01
1297.0	3.5583E-01
1298.0	3.7536E-01
1299.0	3.9127E-01
1300.0	3.3855E-01
1301.0	3.4728E-01
1302.0	3.7539E-01
1303.0	3.3197E-01
1304.0	2.8849E-01
1305.0	3.6783E-01
1306.0	3.6853E-01
1307.0	2.9362E-01
1308.0	3.3277E-01
1309.0	3.6822E-01
1310.0	2.8908E-01
1311.0	3.2012E-01
1312.0	3.1986E-01
1313.0	3.0089E-01
1314.0	2.7690E-01
1315.0	2.7447E-01
1316.0	3.1113E-01
1317.0	2.9969E-01
1318.0	3.1984E-01
1319.0	2.5803E-01
1320.0	2.4864E-01
1321.0	2.8684E-01
1322.0	2.9023E-01
1323.0	2.2386E-01
1324.0	2.5231E-01
1325.0	3.0943E-01
1326.0	2.6956E-01
1327.0	2.5593E-01
1328.0	2.2555E-01
1329.0	1.7097E-01
1330.0	2.2052E-01
1331.0	1.3951E-01
1332.0	1.4046E-01
1333.0	1.9545E-01
1334.0	1.6302E-01
1335.0	2.2244E-01
1336.0	1.7670E-01
1337.0	1.5852E-01
1338.0	1.7151E-01
1339.0	1.7033E-01
1340.0	1.6216E-01
1341.0	1.6419E-01
1342.0	1.7149E-01
1343.0	1.2259E-01
1344.0	7.3018E-02
1345.0	1.0521E-01
1346.0	5.6189E-02
1347.0	5.8058E-02
1348.0	4.5862E-03
1349.0	1.5617E-02
1350.0	1.5488E-02
1351.0	4.4759E-03
1352.0	1.4661E-03
1353.0	9.2918E-05
1354.0	2.8051E-04
1355.0	3.4847E-06
1356.0	4.6489E-05
1357.0	6.9429E-05
1358.0	4.0575E-06
1359.0	7.1040E-07
1360.0	2.0706E-06
1361.0	4.6566E-09
1362.0	1.7489E-11
1363.0	3.0540E-06
1364.0	1.3150E-06
1365.0	8.7833E-12
1366.0	1.2379E-05
1367.0	4.8161E-06
1368.0	1.4311E-13
1369.0	5.0008E-07
1370.0	2.8266E-07
1371.0	1.9101E-08
1372.0	2.6623E-06
1373.0	4.2991E-05
1374.0	1.7350E-04
1375.0	3.1309E-04
1376.0	2.4935E-04
1377.0	1.1883E-04
1378.0	1.0741E-03
1379.0	5.0533E-05
1380.0	7.9042E-05
1381.0	2.2978E-06
1382.0	2.4874E-06
1383.0	4.2653E-08
1384.0	5.9782E-07
1385.0	2.0255E-06
1386.0	2.4441E-06
1387.0	1.9288E-04
1388.0	3.9037E-06
1389.0	5.6338E-04
1390.0	4.7836E-04
1391.0	3.3345E-04
1392.0	2.3065E-05
1393.0	1.1238E-04
1394.0	7.3268E-05
1395.0	6.5137E-07
1396.0	6.1338E-09
1397.0	4.7605E-05
1398.0	1.2329E-03
1399.0	7.8835E-04
1400.0	3.1513E-09
1401.0	1.0219E-08
1402.0	1.7817E-03
1403.0	2.3108E-03
1404.0	7.1755E-04
1405.0	3.5395E-07
1406.0	1.9861E-03
1407.0	1.6957E-04
1408.0	1.6023E-03
1409.0	6.0159E-04
1410.0	4.5332E-04
1411.0	2.0544E-03
1412.0	2.5650E-03
1413.0	2.2690E-02
1414.0	3.5359E-04
1415.0	1.7854E-04
1416.0	3.4561E-02
1417.0	1.1431E-02
1418.0	1.3182E-02
1419.0	2.0851E-03
1420.0	8.0437E-03
1421.0	8.9117E-03
1422.0	4.5023E-02
1423.0	8.9676E-03
1424.0	1.6511E-02
1425.0	2.5142E-02
1426.0	2.7032E-02
1427.0	4.8180E-02
1428.0	4.4360E-03
1429.0	3.6985E-02
1430.0	5.9912E-02
1431.0	4.8792E-02
1432.0	2.4524E-03
1433.0	3.4870E-02
1434.0	2.0403E-02
1435.0	2.0847E-02
1436.0	3.7326E-02
1437.0	2.9085E-02
1438.0	1.2913E-02
1439.0	4.9672E-02
1440.0	3.8547E-02
1441.0	3.0959E-02
1442.0	3.5356E-02
1443.0	4.3868E-02
1444.0	6.0143E-02
1445.0	4.8434E-02
1446.0	2.2492E-02
1447.0	3.5265E-02
1448.0	1.1254E-01
1449.0	9.9374E-02
1450.0	2.6699E-02
1451.0	1.0980E-02
1452.0	6.0718E-02
1453.0	7.9803E-02
1454.0	1.3384E-01
1455.0	6.4409E-02
1456.0	8.6158E-02
1457.0	1.1386E-01
1458.0	1.3273E-01
1459.0	1.5860E-01
1460.0	8.3161E-02
1461.0	8.7886E-02
1462.0	1.2708E-01
1463.0	4.2106E-02
1464.0	1.4770E-01
1465.0	9.0911E-02
1466.0	6.3498E-02
1467.0	3.5128E-02
1468.0	7.4928E-02
1469.0	9.2344E-02
1470.0	4.8397E-02
1471.0	1.7394E-02
1472.0	4.5566E-02
1473.0	6.8368E-02
1474.0	9.4765E-02
1475.0	1.7954E-01
1476.0	6.6987E-02
1477.0	6.7916E-02
1478.0	6.1825E-02
1479.0	1.1680E-01
1480.0	5.9063E-02
1481.0	1.1221E-01
1482.0	5.6967E-02
1483.0	1.4454E-01
1484.0	1.3375E-01
1485.0	1.2168E-01
1486.0	1.2008E-01
1487.0	5.9042E-02
1488.0	9.1654E-02
1489.0	1.8443E-01
1490.0	1.6993E-01
1491.0	1.9222E-01
1492.0	1.5986E-01
1493.0	1.7651E-01
1494.0	1.9794E-01
1495.0	1.7745E-01
1496.0	1.6385E-01
1497.0	2.2198E-01
1498.0	1.8437E-01
1499.0	2.1141E-01
1500.0	2.4339E-01
1501.0	2.5782E-01
1502.0	2.2688E-01
1503.0	1.7972E-01
1504.0	1.5586E-01
1505.0	1.7885E-01
1506.0	2.5026E-01
1507.0	2.4779E-01
1508.0	2.3606E-01
1509.0	1.8169E-01
1510.0	2.6269E-01
1511.0	2.5710E-01
1512.0	2.5315E-01
1513.0	2.3544E-01
1514.0	2.1930E-01
1515.0	2.5804E-01
1516.0	2.4943E-01
1517.0	2.4214E-01
1518.0	2.4489E-01
1519.0	2.3739E-01
1520.0	2.5688E-01
1521.0	2.6707E-01
1522.0	2.5617E-01
1523.0	2.7192E-01
1524.0	2.6743E-01
1525.0	2.5140E-01
1526.0	2.5977E-01
1527.0	2.5468E-01
1528.0	2.7122E-01
1529.0	2.6460E-01
1530.0	2.4789E-01
1531.0	2.6200E-01
1532.0	2.7039E-01
1533.0	2.6918E-01
1534.0	2.6122E-01
1535.0	2.5924E-01
1536.0	2.6679E-01
1537.0	2.6558E-01
1538.0	2.6427E-01
1539.0	2.6519E-01
1540.0	2.5737E-01
1541.0	2.6141E-01
1542.0	2.6165E-01
1543.0	2.6439E-01
1544.0	2.6443E-01
1545.0	2.6922E-01
1546.0	2.6705E-01
1547.0	2.6537E-01
1548.0	2.5920E-01
1549.0	2.6568E-01
1550.0	2.6226E-01
1551.0	2.6293E-01
1552.0	2.6415E-01
1553.0	2.6366E-01
1554.0	2.5727E-01
1555.0	2.6005E-01
1556.0	2.5569E-01
1557.0	2.6301E-01
1558.0	2.6093E-01
1559.0	2.6054E-01
1560.0	2.5821E-01
1561.0	2.6242E-01
1562.0	2.6003E-01
1563.0	2.5917E-01
1564.0	2.5525E-01
1565.0	2.5975E-01
1566.0	2.5506E-01
1567.0	2.5566E-01
1568.0	2.4997E-01
1569.0	2.4736E-01
1570.0	2.3497E-01
1571.0	2.2850E-01
1572.0	2.3108E-01
1573.0	2.2750E-01
1574.0	2.3464E-01
1575.0	2.3294E-01
1576.0	2.3980E-01
1577.0	2.0994E-01
1578.0	2.2854E-01
1579.0	2.3005E-01
1580.0	2.3772E-01
1581.0	2.4165E-01
1582.0	2.3508E-01
1583.0	2.4051E-01
1584.0	2.4194E-01
1585.0	2.5135E-01
1586.0	2.4838E-01
1587.0	2.4579E-01
1588.0	2.4388E-01
1589.0	2.2567E-01
1590.0	2.3486E-01
1591.0	2.3503E-01
1592.0	2.4502E-01
1593.0	2.5092E-01
1594.0	2.4890E-01
1595.0	2.5083E-01
1596.0	2.3751E-01
1597.0	2.3985E-01
1598.0	2.4693E-01
1599.0	2.3511E-01
1600.0	2.3133E-01
1601.0	2.1691E-01
1602.0	2.1780E-01
1603.0	2.1765E-01
1604.0	2.2197E-01
1605.0	2.3010E-01
1606.0	2.3453E-01
1607.0	2.2637E-01
1608.0	2.2343E-01
1609.0	2.2088E-01
1610.0	2.1146E-01
1611.0	2.2039E-01
1612.0	2.2422E-01
1613.0	2.3047E-01
1614.0	2.3162E-01
1615.0	2.3420E-01
1616.0	2.2395E-01
1617.0	2.2798E-01
1618.0	2.3660E-01
1619.0	2.3415E-01
1620.0	2.2783E-01
1621.0	2.2765E-01
1622.0	2.3081E-01
1623.0	2.3559E-01
1624.0	2.3582E-01
1625.0	2.3109E-01
1626.0	2.3294E-01
1627.0	2.3398E-01
1628.0	2.3446E-01
1629.0	2.3456E-01
1630.0	2.2984E-01
1631.0	2.3136E-01
1632.0	2.3151E-01
1633.0	2.2614E-01
1634.0	2.2628E-01
1635.0	2.2712E-01
1636.0	2.2879E-01
1637.0	2.2064E-01
1638.0	2.1393E-01
1639.0	2.1410E-01
1640.0	2.0913E-01
1641.0	2.1348E-01
1642.0	2.1467E-01
1643.0	2.0939E-01
1644.0	2.1733E-01
1645.0	2.1216E-01
1646.0	2.1147E-01
1647.0	2.2135E-01
1648.0	2.1057E-01
1649.0	2.1261E-01
1650.0	2.1902E-01
1651.0	2.0281E-01
1652.0	2.1754E-01
1653.0	2.1661E-01
1654.0	2.0991E-01
1655.0	2.1619E-01
1656.0	2.1494E-01
1657.0	2.1613E-01
1658.0	2.1870E-01
1659.0	2.1514E-01
1660.0	2.1721E-01
1661.0	2.1774E-01
1662.0	2.1313E-01
1663.0	2.1630E-01
1664.0	2.1498E-01
1665.0	2.0607E-01
1666.0	1.7411E-01
1667.0	2.0502E-01
1668.0	2.0881E-01
1669.0	2.0939E-01
1670.0	2.1573E-01
1671.0	2.1294E-01
1672.0	2.0582E-01
1673.0	2.1052E-01
1674.0	2.1002E-01
1675.0	2.0793E-01
1676.0	2.0584E-01
1677.0	2.0668E-01
1678.0	2.0365E-01
1679.0	2.0741E-01
1680.0	2.0017E-01
1681.0	1.8936E-01
1682.0	1.9830E-01
1683.0	2.0357E-01
1684.0	1.9283E-01
1685.0	2.0763E-01
1686.0	2.0476E-01
1687.0	1.9951E-01
1688.0	2.0465E-01
1689.0	2.0178E-01
1690.0	1.9991E-01
1691.0	1.8808E-01
1692.0	2.0174E-01
1693.0	2.0587E-01
1694.0	1.9950E-01
1695.0	2.0427E-01
1696.0	2.0383E-01
1697.0	1.7649E-01
1698.0	2.0207E-01
1699.0	2.0024E-01
1700.0	1.9464E-01
1702.0	1.9874E-01
1705.0	1.9275E-01
1710.0	1.8316E-01
1715.0	1.8490E-01
1720.0	1.8231E-01
1725.0	1.7367E-01
1730.0	1.6979E-01
1735.0	1.5758E-01
1740.0	1.6405E-01
1745.0	1.5105E-01
1750.0	1.6162E-01
1755.0	1.4931E-01
1760.0	1.5608E-01
1765.0	1.2967E-01
1770.0	1.3831E-01
1775.0	1.1213E-01
1780.0	9.8143E-02
1785.0	7.5201E-02
1790.0	8.6831E-02
1795.0	4.5864E-02
1800.0	3.1112E-02
1805.0	1.4485E-02
1810.0	9.4762E-03
1815.0	3.2093E-03
1820.0	9.6578E-04
1825.0	1.2463E-03
1830.0	5.0896E-06
1835.0	6.2784E-06
1840.0	6.1337E-08
1845.0	6.1298E-06
1850.0	2.9348E-06
1855.0	2.7795E-07
1860.0	1.0920E-05
1865.0	1.6644E-05
1870.0	2.6148E-10
1875.0	4.4296E-10
1880.0	7.6123E-05
1885.0	4.3129E-05
1890.0	2.1956E-04
1895.0	1.2743E-04
1900.0	8.4916E-07
1905.0	5.5798E-07
1910.0	2.2726E-05
1915.0	1.9673E-05
1920.0	4.4451E-04
1925.0	9.2326E-04
1930.0	5.4474E-04
1935.0	3.5428E-03
1940.0	3.2357E-03
1945.0	1.0707E-02
1950.0	1.6482E-02
1955.0	9.8860E-03
1960.0	2.1569E-02
1965.0	2.8114E-02
1970.0	4.8055E-02
1975.0	6.6730E-02
1980.0	7.4234E-02
1985.0	8.1625E-02
1990.0	8.4124E-02
1995.0	7.9787E-02
2000.0	3.7491E-02
2005.0	1.4747E-02
2010.0	3.9071E-02
2015.0	2.6208E-02
2020.0	4.4239E-02
2025.0	7.2779E-02
2030.0	8.3460E-02
2035.0	9.4808E-02
2040.0	8.8344E-02
2045.0	8.9636E-02
2050.0	6.6892E-02
2055.0	5.4090E-02
2060.0	6.8157E-02
2065.0	6.0962E-02
2070.0	6.4715E-02
2075.0	7.6305E-02
2080.0	8.5528E-02
2085.0	8.3847E-02
2090.0	8.7779E-02
2095.0	8.8421E-02
2100.0	8.4869E-02
2105.0	9.1771E-02
2110.0	8.8320E-02
2115.0	9.0308E-02
2120.0	8.6281E-02
2125.0	8.7303E-02
2130.0	8.8422E-02
2135.0	8.8679E-02
2140.0	8.9390E-02
2145.0	8.8132E-02
2150.0	8.3369E-02
2155.0	8.3566E-02
2160.0	8.2912E-02
2165.0	7.5175E-02
2170.0	8.0776E-02
2175.0	7.9257E-02
2180.0	8.0597E-02
2185.0	7.3458E-02
2190.0	7.7905E-02
2195.0	7.7833E-02
2200.0	7.0175E-02
2205.0	7.2947E-02
2210.0	7.8174E-02
2215.0	7.5189E-02
2220.0	7.6631E-02
2225.0	7.4400E-02
2230.0	7.4727E-02
2235.0	7.3290E-02
2240.0	7.2140E-02
2245.0	6.9911E-02
2250.0	7.1034E-02
2255.0	6.6865E-02
2260.0	6.6143E-02
2265.0	6.7355E-02
2270.0	6.4138E-02
2275.0	6.3309E-02
2280.0	6.5551E-02
2285.0	6.2389E-02
2290.0	6.2534E-02
2295.0	6.0603E-02
2300.0	5.8193E-02
2305.0	5.8544E-02
2310.0	6.3189E-02
2315.0	5.7528E-02
2320.0	5.1489E-02
2325.0	5.5626E-02
2330.0	5.6231E-02
2335.0	5.7362E-02
2340.0	4.5366E-02
2345.0	5.0869E-02
2350.0	4.1115E-02
2355.0	4.6988E-02
2360.0	4.9724E-02
2365.0	4.8909E-02
2370.0	3.0514E-02
2375.0	4.3704E-02
2380.0	4.2128E-02
2385.0	3.0525E-02
2390.0	3.6748E-02
2395.0	4.0199E-02
2400.0	4.3726E-02
2405.0	3.3286E-02
2410.0	3.3504E-02
2415.0	2.7058E-02
2420.0	2.6358E-02
2425.0	3.2802E-02
2430.0	4.4725E-02
2435.0	1.4765E-02
2440.0	4.2926E-02
2445.0	2.0657E-02
2450.0	1.3523E-02
2455.0	2.4695E-02
2460.0	3.3157E-02
2465.0	2.4009E-02
2470.0	1.6635E-02
2475.0	1.6368E-02
2480.0	7.9996E-03
2485.0	5.5840E-03
2490.0	3.4957E-03
2495.0	2.8647E-03
2500.0	7.0328E-03
2505.0	1.5124E-03
2510.0	2.2063E-03
2515.0	5.1644E-04
2520.0	3.6879E-04
2525.0	4.1194E-05
2530.0	6.3279E-07
2535.0	1.7415E-07
2540.0	3.7521E-07
2545.0	5.3469E-11
2550.0	2.8066E-13
2555.0	1.0377E-09
2560.0	3.0842E-11
2565.0	1.5846E-14
2570.0	1.5151E-18
2575.0	1.0708E-27
2580.0	3.7933E-22
2585.0	1.7064E-34
2590.0	5.4369E-31
2595.0	2.2666E-33
2600.0	4.4556E-28
2605.0	5.7592E-35
2610.0	5.8970E-34
2615.0	1.1106E-37
2620.0	5.6056E-29
2625.0	3.8378E-28
2630.0	2.8026E-45
2635.0	3.8719E-16
2640.0	1.1657E-16
2645.0	8.9292E-19
2650.0	1.4186E-19
2655.0	1.3036E-27
2660.0	2.5880E-25
2665.0	1.1045E-37
2670.0	0.0000E+00
2675.0	0.0000E+00
2680.0	0.0000E+00
2685.0	0.0000E+00
2690.0	1.0178E-29
2695.0	7.1014E-33
2700.0	0.0000E+00
2705.0	2.9273E-42
2710.0	1.1239E-35
2715.0	3.8549E-26
2720.0	5.6052E-45
2725.0	7.3094E-22
2730.0	6.0929E-19
2735.0	5.5121E-21
2740.0	2.3435E-27
2745.0	1.3224E-23
2750.0	1.6758E-28
2755.0	6.7262E-44
2760.0	0.0000E+00
2765.0	2.7001E-27
2770.0	8.4528E-24
2775.0	4.0360E-38
2780.0	4.8532E-34
2785.0	3.9255E-27
2790.0	1.2295E-16
2795.0	3.6591E-16
2800.0	1.6665E-12
2805.0	6.8228E-14
2810.0	4.0695E-10
2815.0	2.9018E-10
2820.0	2.0789E-11
2825.0	1.7814E-07
2830.0	3.9475E-06
2835.0	2.1533E-10
2840.0	1.9849E-07
2845.0	4.1074E-05
2850.0	1.1708E-06
2855.0	4.5425E-07
2860.0	2.5672E-05
2865.0	1.6974E-04
2870.0	6.3922E-06
2875.0	3.9663E-04
2880.0	2.5037E-04
2885.0	4.5906E-04
2890.0	1.8860E-04
2895.0	2.6982E-03
2900.0	8.2183E-04
2905.0	1.1237E-04
2910.0	2.7566E-03
2915.0	1.2742E-03
2920.0	2.9316E-03
2925.0	1.0973E-03
2930.0	5.9606E-03
2935.0	6.5725E-03
2940.0	1.6479E-03
2945.0	1.4673E-03
2950.0	5.2935E-03
2955.0	2.3655E-03
2960.0	4.6549E-03
2965.0	7.5313E-03
2970.0	3.5676E-04
2975.0	8.6499E-04
2980.0	1.3548E-03
2985.0	7.0495E-03
2990.0	1.0407E-02
2995.0	4.3286E-03
3000.0	7.9442E-03
3005.0	2.9261E-03
3010.0	6.9320E-03
3015.0	5.6232E-03
3020.0	6.4143E-04
3025.0	7.5948E-03
3030.0	6.1491E-03
3035.0	2.5290E-03
3040.0	2.0487E-03
3045.0	4.2599E-03
3050.0	1.0446E-03
3055.0	2.9295E-04
3060.0	6.3761E-03
3065.0	2.9458E-03
3070.0	1.7699E-03
3075.0	6.0928E-03
3080.0	3.6646E-03
3085.0	1.7876E-03
3090.0	2.4080E-03
3095.0	6.6266E-04
3100.0	4.4513E-03
3105.0	9.3203E-04
3110.0	8.5524E-04
3115.0	2.2932E-03
3120.0	9.9294E-03
3125.0	3.0625E-03
3130.0	5.8246E-03
3135.0	1.1571E-02
3140.0	3.3603E-03
3145.0	3.2869E-03
3150.0	6.7457E-03
3155.0	5.6965E-03
3160.0	9.3294E-03
3165.0	1.4163E-02
3170.0	1.2645E-02
3175.0	9.3252E-03
3180.0	1.0730E-02
3185.0	8.1644E-03
3190.0	4.2817E-03
3195.0	2.7197E-03
3200.0	4.4280E-04
3205.0	3.1280E-04
3210.0	1.3768E-04
3215.0	5.0237E-04
3220.0	1.6245E-03
3225.0	2.0066E-04
3230.0	3.4404E-04
3235.0	7.3625E-03
3240.0	3.7816E-03
3245.0	7.4096E-04
3250.0	2.6308E-03
3255.0	1.0029E-02
3260.0	1.2360E-03
3265.0	2.4686E-03
3270.0	1.2292E-03
3275.0	5.9758E-03
3280.0	2.8890E-03
3285.0	1.1223E-02
3290.0	8.8310E-03
3295.0	1.2337E-03
3300.0	1.7944E-03
3305.0	3.9746E-03
3310.0	3.9565E-03
3315.0	1.6269E-05
3320.0	6.0496E-05
3325.0	3.5486E-03
3330.0	4.7014E-03
3335.0	9.1470E-03
3340.0	3.4903E-03
3345.0	3.5722E-03
3350.0	8.0998E-03
3355.0	3.6642E-03
3360.0	5.2892E-03
3365.0	7.2591E-03
3370.0	3.9770E-03
3375.0	8.5388E-03
3380.0	5.1624E-03
3385.0	7.5650E-03
3390.0	9.9552E-03
3395.0	9.6446E-03
3400.0	1.2638E-02
3405.0	4.5061E-03
3410.0	7.1547E-03
3415.0	7.3543E-03
3420.0	1.3305E-02
3425.0	1.0112E-02
3430.0	8.7810E-03
3435.0	1.1673E-02
3440.0	8.1181E-03
3445.0	1.1434E-02
3450.0	1.1267E-02
3455.0	8.3938E-03
3460.0	1.2657E-02
3465.0	9.9163E-03
3470.0	1.2386E-02
3475.0	1.1051E-02
3480.0	1.1335E-02
3485.0	1.2212E-02
3490.0	1.0520E-02
3495.0	1.2383E-02
3500.0	1.2032E-02
3505.0	1.1923E-02
3510.0	1.2077E-02
3515.0	1.1598E-02
3520.0	1.2226E-02
3525.0	1.1523E-02
3530.0	1.1217E-02
3535.0	9.5305E-03
3540.0	9.1011E-03
3545.0	9.6154E-03
3550.0	1.0616E-02
3555.0	9.1245E-03
3560.0	1.0872E-02
3565.0	1.0928E-02
3570.0	8.3951E-03
3575.0	8.7028E-03
3580.0	1.0255E-02
3585.0	9.2282E-03
3590.0	9.5145E-03
3595.0	9.7329E-03
3600.0	1.0328E-02
3605.0	1.0425E-02
3610.0	9.5385E-03
3615.0	9.5318E-03
3620.0	1.1686E-02
3625.0	1.0302E-02
3630.0	1.0016E-02
3635.0	1.0362E-02
3640.0	1.1549E-02
3645.0	1.0663E-02
3650.0	1.0183E-02
3655.0	1.1042E-02
3660.0	1.0978E-02
3665.0	1.0313E-02
3670.0	7.9464E-03
3675.0	4.8569E-03
3680.0	8.3789E-03
3685.0	9.4906E-03
3690.0	9.7458E-03
3695.0	1.0188E-02
3700.0	1.0937E-02
3705.0	1.0827E-02
3710.0	9.4130E-03
3715.0	9.2731E-03
3720.0	1.0429E-02
3725.0	1.0751E-02
3730.0	9.3169E-03
3735.0	8.6260E-03
3740.0	8.8923E-03
3745.0	1.0380E-02
3750.0	9.3341E-03
3755.0	9.0336E-03
3760.0	8.9041E-03
3765.0	8.5891E-03
3770.0	9.1649E-03
3775.0	9.0918E-03
3780.0	9.6158E-03
3785.0	8.8498E-03
3790.0	7.7891E-03
3795.0	8.9056E-03
3800.0	9.8988E-03
3805.0	9.3414E-03
3810.0	8.2771E-03
3815.0	7.7867E-03
3820.0	9.6908E-03
3825.0	9.5402E-03
3830.0	9.6268E-03
3835.0	7.7190E-03
3840.0	9.0066E-03
3845.0	8.8097E-03
3850.0	8.8569E-03
3855.0	8.5365E-03
3860.0	8.0197E-03
3865.0	8.1248E-03
3870.0	7.3839E-03
3875.0	6.7832E-03
3880.0	6.5543E-03
3885.0	6.7926E-03
3890.0	6.9028E-03
3895.0	7.4983E-03
3900.0	7.9487E-03
3905.0	7.9500E-03
3910.0	7.1560E-03
3915.0	7.0070E-03
3920.0	6.9665E-03
3925.0	6.8714E-03
3930.0	7.0699E-03
3935.0	7.3743E-03
3940.0	7.4228E-03
3945.0	7.5613E-03
3950.0	7.6475E-03
3955.0	7.7399E-03
3960.0	7.7679E-03
3965.0	7.8253E-03
3970.0	7.6997E-03
3975.0	7.5280E-03
3980.0	7.4049E-03
3985.0	7.4503E-03
3990.0	7.3894E-03
3995.0	7.2263E-03
4000.0	7.1199E-03
